Review,Rating
"sendal nya bagus dan pas dikaki, ini yg kedua kalinya sy beli. tks seller👍",bintang 5
sendal andalan dr beberapa tahun kebelakang,bintang 5
"baru beli beberapa bulan, tali sandal kiri sudah putus",bintang 1
Sendalnya kualitas bagus nyaman dipakai,bintang 5
"saya sukaaaaaa
enak slim bgt sandal nya
enteng klau di pakek
model nya mahal harga murah 👍👍👍",bintang 5
Sudah order bbrp kali .. karena sandalnya nyaman,bintang 5
sandal flipflop biasa nya tebal dan enak..ini tipis..gak enak..gak ada tulisan flipflop,bintang 1
sesuai deskripsi,bintang 5
barang bagus. selalu beli sandal disini. harga sesuai dan pas😁,bintang 5
Nyaman dipakai Ukuran pas di kaki,bintang 5
bagus sih... cumqn tuipis rek.... semoga awet....,bintang 4
"anter aja cimahi = kurir terburuk yang pernah ada, gaguna nih kurir, barang nyangkut disana selama 4 hari ga gerak",bintang 4
"Sesuai pesanan,tipis tp nyaman di pakai.",bintang 5
Recommended product and seller 👍,bintang 5
mantap anti licin boss,bintang 5
"sendal yang tiba sesuai harapan, makasih yaa",bintang 5
"bagus sih, tapi tipiiiss ya untuk sandal jepit dengan harga sekian",bintang 4
modelnya bagus dan ngepas juga ukurannya,bintang 5
"Barang bagus, respon cepat, service ok",bintang 5
"Ok, sesuai gambar. Semoga awet",bintang 5
fast respon and fast delivery thank you,bintang 5
"sandal sudah diterima, nyaman di pakai, thankyou",bintang 5
"Mantabbb, sesuai expectasi. semoga awet",bintang 5
barangnya bagus dan sesuai harapan,bintang 5
"bagus, enak dipake, ada box nya keren",bintang 5
Kualitas bagus dan pengiriman juga cepat,bintang 5
Kualitas barang dan layanan baik,bintang 5
sesuai ekspektasi. kualitas bagus,bintang 5
mantap.. ringan dan lembut,bintang 5
harga tidak mengkhianati kualitas,bintang 5
Looks good dan nyaman dipakai.,bintang 5
mantap...sangat bagus 👍👍👍,bintang 5
bahan n model kerennn.. mantapss,bintang 5
"pas di kaki, enteng, model keren",bintang 5
"sandalnya mantap,size sesuai yg di pesan kurirnya jg  top markotop.
pokonya ga nyesel belanja di sini",bintang 5
"keren pas,bangga produk dalam negeri💯👍",bintang 5
"Bahan ok, awet, pembelian kedua.",bintang 5
"mantap barangnya, cepat pengurimannya.",bintang 5
barangnya sudah sya terima mksih🙏🙏🙏,bintang 5
"barang bagus, pengiriman cepat",bintang 5
Tidak mengecewakan.. barang sesuai pesanan terima kasih..,bintang 5
Sesuai foto & deskripsi 💯.,bintang 5
"telapak nya sangat licin sekali, mudah kegelincir",bintang 2
"barangnya bagus, sesuai gambar",bintang 5
"Barang sesuai pesanan, pengiriman lambat",bintang 5
barang nya bagus sesuai gambar,bintang 5
"Sdh beli yg ke 2 kali nya, puas sekali 👍",bintang 5
Puas sekali dengan hasil yg di dpt,bintang 5
cocok sama sikil,bintang 5
"kemasan rapih kiriman cepat diterima
a",bintang 5
ok punya engga nyesel beli ditoko ini,bintang 5
"bagus banget
mewah dan apik
terima kasih ya",bintang 5
muantabbb..........recommended seller. TeOoPe Bgt,bintang 5
Mantap ni sendalny,bintang 5
"Pengiriman cepat, sandal bagus",bintang 5
"Oke sesuai harapan, terimakasih",bintang 5
Semoga awet nih sendal dan next mau warna lain,bintang 5
"pelayanan ,estimasiny pas mantapp👍",bintang 5
pengiriman lama di kurir kurang sat set,bintang 5
"sudah 2 kali belanja di toko ini...barangnya bagus, suka dengan sandalnya...thanks.",bintang 5
"simple, budget segitu qualitas ok",bintang 5
Recommend 👍i,bintang 5
"top seller, next order lg sukses slalu olshopnya",bintang 5
pengiriman lama tidak sesuai aplikasi,bintang 2
"Modelnya keren, pas dikaki",bintang 5
"original, nyaman dipakai",bintang 5
aga tipis,bintang 4
"tipis , keras",bintang 4
Barang sesuai dengan yg digambar. Keren,bintang 5
"modelnya keren, enak dipake",bintang 5
"Mantap sesuai pesanan,, mksh gan👍",bintang 5
"karet asli, bagus👍👍",bintang 5
Modelnya baguss...pengiriman cepatt,bintang 5
pas dikaki enak dan nyaman,bintang 5
Nyaman dan pas di kaki,bintang 5
packing aman mantaplah jos gandos mantul,bintang 5
bagus...cuma agak tipis..,bintang 4
Nyaman pas di kaki,bintang 5
"packing rapi, kualitas bagus",bintang 5
Bagus model dan kualitasnya,bintang 5
respon cepat dan barang bagus,bintang 5
barang sdh di terima dan kali kedua beli di lapak ini.tks,bintang 5
"Bagus, pengiriman cepat thanks",bintang 5
pas di jempol,bintang 5
"Terlalu tipis, tdk nyaman",bintang 3
barang mantap kualitas oke,bintang 5
Terlalu tipis,bintang 3
bagus bagetz👍👍 next order lagi,bintang 5
"mantap, pas di kaki",bintang 5
nyaman dipakai,bintang 5
sesuai,bintang 5
barang bagus dan cepat sampak,bintang 5
seller geecep,bintang 5
Great!,bintang 5
Barang mantaappp gan...,bintang 5
responsif,bintang 5
pas mantabbb,bintang 5
Wuennaakk dipake,bintang 5
"sumpah cakep, over worthed.",bintang 5
Kwalitas Bagus,bintang 5
Pas nyaman,bintang 5
Barang yg datang sesuai dengan pesanan,bintang 5
kurang premium kenapa ya,bintang 4
andai saja agak lebih tebal..,bintang 5
tipis bgt,bintang 4
"keren, murah tp gak murahan!",bintang 5
bagus,bintang 5
respon dan pengiriman oke,bintang 5
nyaman bagus,bintang 5
barang sesuai deskripsi...,bintang 5
Tipis bantalannya,bintang 3
"Sandal oke,recomended seller",bintang 5
modelnya keren pas di kaki,bintang 5
nyaman banget dipakainya,bintang 5
Layak untuk pesan ulang.,bintang 4
Tipis ya,bintang 3
Kualitas bagus,bintang 5
pengirima nya cepat barang ok,bintang 5
Anti slip,bintang 5
pokoknya mantul...,bintang 5
terlalu keras,bintang 3
kualitas oke,bintang 5
nyaman...mantaf lah...keren...,bintang 5
mantap gan pas ukurannya,bintang 5
terpuaskan.....tenk's,bintang 5
recommended seller,bintang 5
barangnya bagus dan semoga awet. tks,bintang 4
Siip,bintang 4
mantap,bintang 5
mantap,bintang 5
pengiriman cepat...the best,bintang 5
nyaman dipakaiiii...,bintang 5
"sangat cocok, dah gitu aja",bintang 5
mantap👍🏻👍🏻,bintang 5
toppp,bintang 5
warna talinya ga sesuai gambar,bintang 2
mantap jiwa sandalnya,bintang 5
sesuai deskripsi,bintang 5
barang sangat oke...,bintang 5
"bagus, pas dikaki",bintang 5
"Terimakasih, saldalnya bagus",bintang 5
barang bagus pengiriman lama,bintang 5
barang sesuai pesanan,bintang 4
barang sesuai pesanan,bintang 5
kerennn.. sesuai foto,bintang 5
mantap...kualitas terbaik,bintang 5
"Kiriman pesanan sudah diterima dengan baik, terima kasih...",bintang 5
Barang sesuai pesanan ..,bintang 5
Mantap berkualitas,bintang 5
"hanya satu kata ""puas"" terima kasih",bintang 5
keren dan ringan,bintang 5
joss,bintang 5
mantab,bintang 5
@mursalin_alink,bintang 4
barang bagus,bintang 5
keren bgt,bintang 5
sempurna bagus TOP,bintang 5
wqrna tidak sesuai yg di minta,bintang 1
mantap cocok dikaki,bintang 5
Barang sesuai pesenan👍👍,bintang 5
barangnya bagus,bintang 5
super kilat next psti order lagi,bintang 5
ok pengiriman cepat,bintang 5
"barangnya bagus, muantab",bintang 5
bagus semoga awett,bintang 4
sesuai dengan gambar mantap,bintang 5
terimakasih,bintang 5
ssndalnya baguskata istri,bintang 5
bagus modelnya 👍,bintang 5
bagus sesuai harga,bintang 5
"Beli yang kedua, selalu puas",bintang 5
Keren. Sesuai ekpektasi. Terimakasih,bintang 5
sesuai harga saja,bintang 4
top seller,bintang 5
barang sudah sampai tks gan,bintang 5
sandalnya bagus .. mudah mudahan awet,bintang 5
Sesuai pesanan,bintang 5
selalu memuaskan.. terima kasih,bintang 5
pengiriman sesuai,bintang 5
sesuai dengan pesanan,bintang 5
model keren...pas ...mantap,bintang 5
mntap dan melambangkan,bintang 5
Pas dikaki 👍,bintang 5
recommended,bintang 5
terima kasih pesanan sudah diterima,bintang 4
recomended banget,bintang 5
Mantaaap,bintang 5
bagus,bintang 5
bagus,bintang 5
ok juga,bintang 5
sepp,bintang 5
"Keren banget, bintang yang bicara",bintang 5
Mantab... Thanks & Sukses sll Gan...,bintang 5
oke,bintang 5
oke,bintang 5
lumayan barangnya,bintang 4
keren! ud beli 5x 👍👍,bintang 5
perfect,bintang 5
pass mantap 👍,bintang 5
Love these sandals.,bintang 5
mantab juragan...... bintang 5,bintang 5
enakeun,bintang 5
JOOOOOOOOOOOOOOOSSSSSSSSSSSSSSSSHHHHHHHHHHH,bintang 5
mantap ok,bintang 5
JOOOOOOOOOOOOSSSSSSSSSSSSSSSSSHHHHHHHHHHH,bintang 5
mntap,bintang 5
mantap,bintang 5
mantap,bintang 5
lumayan bagus,bintang 4
mantap,bintang 5
mantap,bintang 5
mantap,bintang 5
mantap,bintang 5
Good,bintang 5
good,bintang 5
good,bintang 5
good,bintang 5
good,bintang 5
GOOD,bintang 5
top...pas bangeet,bintang 5
ISTIMEWA,bintang 5
mantap 👍👍,bintang 5
barang diterima dengan baik,bintang 5
gilakkk kerennn parahhh,bintang 5
Mantappp,bintang 5
bagusss,bintang 5
Kerennn,bintang 5
Bagusssss,bintang 5
Cepat sampe,bintang 5
mantap!!,bintang 5
bagusss...worth it,bintang 5
kelihatannya ok.,bintang 5
mantaps,bintang 5
ISTIMEWA LUAR BIASA,bintang 5
ISTIMEWA LUAR BIASA,bintang 5
ok.. mantap..,bintang 5
Verry nice,bintang 5
beli yg kedua kali,bintang 5
Lumayan,bintang 4
mantul,bintang 5
"barang sudah sampai, tq yaa..",bintang 5
2nd time order,bintang 4
ok bgt..,bintang 4
mantapppp,bintang 5
keren,bintang 5
Sandalnya mantapppp,bintang 5
keren,bintang 5
Sdh order bbrp kali ..,bintang 5
terima kasih cepat sampai...,bintang 5
sukses terus gan,bintang 5
ok,bintang 5
ok,bintang 5
ok,bintang 5
ok,bintang 5
ok,bintang 5
k,bintang 2
ok,bintang 5
Ok,bintang 5
salah uk 😭,bintang 5
mantab gan,bintang 5
sandal bagus....terima kasih,bintang 5
sip selamat sampai tuannya,bintang 5
Joss gandos,bintang 5
sip,bintang 5
sip,bintang 5
lumayan lah..gaes,bintang 4
semoga awet,bintang 5
👍👍,bintang 5
👍,bintang 5
sip mantab,bintang 5
mantappoo,bintang 5
KEREN BANGET... TOP MARKOTOP,bintang 5
👍👍👍👍,bintang 4
👍👍👍,bintang 5
👍👍👍,bintang 5
👍👍👍,bintang 5
ok sip,bintang 5
siiip,bintang 5
trimakasih sudah sampai..,bintang 5
👍👍👍👍👍👍👍,bintang 5
"Barang sdh diterima, tks",bintang 4
trimks kak,bintang 5
trimks kak,bintang 5
barang bagus....sesuai gambar...,bintang 5
Okeeeee................,bintang 5
Great....................,bintang 4
"terima kasih barang sudah sampai,mantap cepat.",bintang 5
............sip...........,bintang 5
"Respon cepat,, thank...",bintang 4
"Seller OK, Barang OK, terima kasih.",bintang 5
Kualitas sandal ok. Tp respon ama pengiriman lama,bintang 3
produk sangat bagus dan cepat very good,bintang 5
Enak pas dikaki biar bintang yg berbicara,bintang 5
"Warnanya akurat cuma keras sandalnya ga empuk , pengiriman cepat",bintang 3
Enak dipakenya tapi warnanya agak beda dengan gambar,bintang 5
Chfbbhghvfhfuufyxyzsyyd,bintang 5
"Thanks barang sudah sampai ,maaf late review",bintang 5
Saya sudah terima barangnya memuaskan sesuai pesanan,bintang 5
"nyaman pas dipake, bahan ringan, warna sesuai, ukuran sesuai.. dapat diskon pula",bintang 5
"good produk fast respon, fast delivery,& good service ,",bintang 5
"lumayan lah dengan harga segitu, bahan full karet jd aman klo basah2an atau kejuhanan. moga awet. thx.",bintang 4
"Agak kecewa dikit barang gk lngsng diproses, pengiriman ditunda sehari",bintang 4
"pengiriman cepat. ukuran sesuai deskripsi. ini saya pakai buat sendal di dalam rumah dan nyaman banget. insole saya 25.5, pakai ukuran 42 di sendal ini. makasih seller.",bintang 5
"Seller langgananku, Tidak pernah kecewa sama produk PORTO .Bahannya lembut dan kuat,nyaman di kaki,sangat recommended sekali. Thanks All..",bintang 5
"Product original porto, sendal ringan dan empuk. Size sesuai deskripsi, kualitas lumayan. Masih bau karet kimia, harus dijemur duku biar hilang baunya. Pengiriman 4 hr sa...",bintang 5
"packing bagus, kualitas barang bagus, pengiriman cepat, sandal cukup enak di gunakan dan ringan",bintang 5
"Barang sudah tiba dengan kondisi baik, dikira kelebihan barang kiriman ternyata dapat bonus satu pasang slop cewek, gratis. Terima kasih
packing rapi,  kurir pengiriman...",bintang 5
"harga terjangkau, kualitas ok coy, produk mantap gan, recommended seller, fungsi sesuai dengan kebutuhan",bintang 5
"paket sesuai, barang bagus, pas di kaki, hanya packing kurang safety cm pakai plastik tanpa dos tambahan, itu jg lama proses di kurirnya",bintang 5
"pengiriman cepat,kualitas bagus,sesuai diskripsi n pesanan,nyaman dikaki,,",bintang 5
"Barang sudah sampai dalam kondisi baik,  sesuai order,  sebagai saran saja utk memilih satu nomor diatas size asli,  enak dipakai, empuk. packing rapi, layanan pengiriman...",bintang 5
Lem & jahitan rapi. Ukuran pas di kaki. Nyaman dipakai. Modelnya keren 😎. Ringan dipakai.,bintang 5
"sandalnya bagus sih. warnanya sesuai kaya gambar, real. menurutku agak keras bawahnya. kalau dipake lama-lama bikin pecah tumit untuk yg sensitif tumitnya.",bintang 5
"Pembelian kedua, agak kecewa karena di bagian in sole ada tonjolan shg kurang nyaman dipakai Lem & jahitan rapi.",bintang 4
"Untuk panjang sandal sudah sesuai dengan sandal pada umumnya. Saya pake no 43, begitu pake yg ini jg pake 43. Yg jadi masalah adalah bagian sandal yg kena ke punggung kak...",bintang 5
Ukuran pas di kaki. Nyaman dipakai. Ringan dipakai. Modelnya keren 😎.,bintang 5
sesuai pesanan pengiriman cepat terimakasih ya,bintang 5
"Ringan dipakai, Ukuran pas di kaki, harga terjangkau. lumayan mantap!",bintang 5
"Slop bagus dengan harga murah,ukuran pas nyaman dipakai dan ringan.",bintang 5
"warna sesuai pesana, bahan ringan, seller cpt respon, delivery cpt. thx",bintang 5
"Model ok, QCnya ok, agak bau karet dikit aja, size harus ambil 1 no di atas ya bro..kerenlah..semoga awet dan ga bikin lecet..",bintang 5
produk sudah sampai dengan aman.sepertinya size 44 nya sedikit lebih kecil/pendek dari seharusnya. semoga awet,bintang 4
"sesuai deskripsi, bagus dan nyaman dipakai. pilih nomor yg diatas yg biasa dipakai",bintang 5
"Cepat sampainya, aman dan bagus barangnya, terimakasih kak 👍👍👍Lem & jahitan rapi. Ringan dipakai. Ukuran pas di kaki. Nyaman dipakai. Modelnya keren 😎.",bintang 5
"pengiriman cepat, nomornya sesuai dan harganya sangat terjangkau",bintang 5
"Jangan percaya sama komen yang suruh beli satu nomer diatas yang biasa dipakai. Untuk sandalnya mantep banget, sesuai dengan yang difoto, nyaman banget, tebel",bintang 5
"harga bersahabat di kantong, tapi kualitas kaga maen2. dijamin oke pokoknya!",bintang 5
"pesanan udah diterima, respon cepat , pengiriman cepat dan barang sesuai deskripsi.
enak dipakainya dan tidak licin.",bintang 5
"Model minimalis, nyaman dipakai, sole sm sandal disambung vulcanized",bintang 5
"beli ke 2x nya .. barang paten original ... model bagus gak kalah sama yg harga² tinggi ...
mantap lah",bintang 5
Sesuai dgn deskripsi produk. Respon seller mantap.,bintang 4
Bahannya nyaman.. Ujuran pas.. Terimakasih 🙏🏻,bintang 5
barang sesuai dg pesanan dan sesuai deskripsi paking aman dan rapi terima kasih agan,bintang 5
"Barang sesuai dengan gambar tp belum dipakai.
Packing/pembungkus nya lumayan bagus. Terima kasih kepada semua pihak antara lain toko pedia seller dan kurir/expedisinya.",bintang 5
"bagus, sesuai pesanan pada iklan. terima kasih banyak..😊",bintang 5
"bagus bagus, sesuai harga , cuma warna yg saya mau ngga ada, tapi seller ok sih confirm dulu",bintang 5
"pesenan dah nyampe dgn cepat, barange bagus, pas n nyaman dikaki, trimakasih",bintang 5
Nyaman dipakai.  size 44 disini mirip 42 di pasaran. makanya saya beli yg gedean. alhamdulillah pas,bintang 5
Sama seperti kemarin.. Jasa ekspedisi selalu bermasalah..,bintang 4
kualitas sesuai harga minus di pengiriman lama,bintang 4
"pengiriman cepat, verifikasi pembelian agak lambat, mgkin karena libur idul adha..",bintang 5
"paketnya sudah sampai
paketnya sesuai deskripsi yg di sebutkan
pas banget,
nyaman
dan 
tks Tokopedia
tks mas Kurir Anteraja",bintang 5
Pokonya mantap dah meski pengiriman aga lama tapi terbayar dg barang yg mantap,bintang 5
cukup nyaman.. tidak dilem pakai klem pengait..,bintang 5
"Packing rapi, cepat sampai, kurir langganan super ramah. free ong pas promo gratis ongkir belanja minimal 10k",bintang 5
"ukuran sesuai,warna pun sesuai pesanan.mantap bro...",bintang 5
"mksh gan..sukses selalu..👍👍🙏
bahan ,kenyamanan,model dan ukuran ok",bintang 5
"tidak sesuai dengan size chart, dan panduannya juga ukuran kaki, bukan ukuran sendal, maaf bintang 1 dulu 🙏
tolong diperbaiki ya bos ku",bintang 3
"Suka dengan warnanya, sol cukup tebal dan memberikan kesan ramping",bintang 5
"pesanan sesuai.. Tapi gak jadi buat Lebaran.. Proses dan pengiriman sangat lama.. order tgl 28 Apr, nyampe tgl 9 Mei.",bintang 3
"Produk sampai dengan selamat dan lengkap, packaging hanya dibungkus plastik tapi aman. Produk sesuai deskripsi, real pict💯, dan warna dan ukurannya sesuai pesanan. Semog...",bintang 5
"sandalnya enak dipake, nggak terlalu tebal. trims seller, sukses selalu",bintang 5
"kualitas sandalnya bagus, tapi ketika dipake kurang nyaman karena List yg di bagian punggungan sandal bikin kaki lumayan sakit.",bintang 4
"produknya bagus tp pengirimannya sangat lama., tolong diperbaiki lg next nya.",bintang 4
"Agak xecil dari size universal, bahan lumayan tebel tapi tempelan kurang meyakinkan",bintang 4
"Pas di kaki..bahan OK,Nyaman di pakai ..sesuai Ekspektasi ..lentur gak keras",bintang 5
"Seller Responsif, proses cepat, packing rapih dan aman, Sandalnya keren, ringan, ukuran pas sesuai pesanan, pengiriman jg mantul cepat 👍",bintang 5
Lem & jahitan rapi. Nyaman dipakai. Ringan dipakai. Modelnya keren 😎. Ukuran pas di kaki.,bintang 5
"sendalnya gak nyaman di pke pas jalan, jari kaki ketekuk mulu",bintang 4
"modelnya keren, nyaman dipake, good dan ramah sellernya",bintang 5
Lem & jahitan rapi. Ukuran pas di kaki. Ringan dipakai. Nyaman dipakai. Modelnya keren 😎.,bintang 5
"Harga oke, kualitas tidak diragukan, respon penjual cepat, packing rapi",bintang 5
Lem & jahitan rapi. Ukuran pas di kaki. Nyaman dipakai. Modelnya keren 😎. Ringan dipakai.,bintang 5
"Model bagus, cmn agak kurang nyaman di bagian bawah jari-jari, kalo dibawa jalan agak jauh mungkin sakit.

But, overall okaay.",bintang 5
"Sesuai deskripsi,nyaman dipakai,sol oke,ukuran oke,pengiriman standar.tq y",bintang 5
"Pelayanan toko baik sekali, barang sungguh² sesuai espektasi.. Tapi jasa kurir nya bikin toko ini cacat.. Anteraja emg lemot jasa kirim nya",bintang 3
"sudah diterima dengan baik, ukuran sesuai, sayang di pengirimannya yang agak lama, overall bagus pelayanannya. terima kasihLem & jahitan rapi. Ukuran pas di kaki. Nya...",bintang 5
